ags8,ags5,ars_k,gen,kreis_gen,lon,lat
08119075,08119,08119,Sulzbach an der Murr,Rems-Murr-Kreis,9.501017,49.002908
08119037,08119,08119,Kaisersbach,Rems-Murr-Kreis,9.639182,48.928912
08119084,08119,08119,Welzheim,Rems-Murr-Kreis,9.63467,48.874336
08119042,08119,08119,Leutenbach,Rems-Murr-Kreis,9.392571,48.887529
08119068,08119,08119,Schwaikheim,Rems-Murr-Kreis,9.34922,48.877358
08119085,08119,08119,Winnenden,Rems-Murr-Kreis,9.396202,48.877185
08121000,08121,08121,Heilbronn,Heilbronn,9.217953,49.140428
08125007,08125,08125,Bad Wimpfen,Heilbronn,9.163305,49.228198
08125039,08125,08125,Gundelsheim,Heilbronn,9.160815,49.284163
08125058,08125,08125,Leingarten,Heilbronn,9.127562,49.143857
08125068,08125,08125,Neudenau,Heilbronn,9.270659,49.292642
08125107,08125,08125,Wüstenrot,Heilbronn,9.460742,49.080263
08125005,08125,08125,Bad Friedrichshall,Heilbronn,9.215882,49.229477
08125078,08125,08125,Oedheim,Heilbronn,9.257536,49.239986
08125079,08125,08125,Offenau,Heilbronn,9.163268,49.243887
08125006,08125,08125,Bad Rappenau,Heilbronn,9.103117,49.240303
08125049,08125,08125,Kirchardt,Heilbronn,8.990394,49.205097
08125087,08125,08125,Siegelsbach,Heilbronn,9.089791,49.271185
08125013,08125,08125,Brackenheim,Heilbronn,9.064886,49.078235
08125017,08125,08125,Cleebronn,Heilbronn,9.036794,49.044478
08125026,08125,08125,Eppingen,Heilbronn,8.909012,49.137701
08125034,08125,08125,Gemmingen,Heilbronn,8.982537,49.156795
08125047,08125,08125,Ittlingen,Heilbronn,8.933835,49.192169
08125030,08125,08125,Flein,Heilbronn,9.213902,49.100989
08125094,08125,08125,Talheim,Heilbronn,9.193502,49.083283
08125056,08125,08125,Lauffen am Neckar,Heilbronn,9.150312,49.076213
08125066,08125,08125,Neckarwestheim,Heilbronn,9.193304,49.047055
08125074,08125,08125,Nordheim,Heilbronn,9.126068,49.109167
08125048,08125,08125,Jagsthausen,Heilbronn,9.469854,49.309857
08125063,08125,08125,Möckmühl,Heilbronn,9.359823,49.323117
08125084,08125,08125,Roigheim,Heilbronn,9.340511,49.363701
08125103,08125,08125,Widdern,Heilbronn,9.421596,49.318041
08125027,08125,08125,Erlenbach,Heilbronn,9.268814,49.170228
08125065,08125,08125,Neckarsulm,Heilbronn,9.223944,49.190147
08125096,08125,08125,Untereisesheim,Heilbronn,9.202008,49.210623
08125069,08125,08125,Neuenstadt am Kocher,Heilbronn,9.330987,49.237185
08125111,08125,08125,Hardthausen am Kocher,Heilbronn,9.40273,49.241418
08125113,08125,08125,Langenbrettach,Heilbronn,9.381284,49.224779
08125038,08125,08125,Güglingen,Heilbronn,8.99847,49.066703
08125081,08125,08125,Pfaffenhofen,Heilbronn,8.975253,49.063969
08125108,08125,08125,Zaberfeld,Heilbronn,8.928773,49.055967
08125059,08125,08125,Löwenstein,Heilbronn,9.380173,49.095993
08125110,08125,08125,Obersulm,Heilbronn,9.384003,49.135333
08125001,08125,08125,Abstatt,Heilbronn,9.290986,49.068456
08125008,08125,08125,Beilstein,Heilbronn,9.313798,49.040994
08125046,08125,08125,Ilsfeld,Heilbronn,9.24477,49.05512
08125098,08125,08125,Untergruppenbach,Heilbronn,9.276206,49.091469
08125061,08125,08125,Massenbachhausen,Heilbronn,9.046815,49.176257
08125086,08125,08125,Schwaigern,Heilbronn,9.056965,49.141683
08125021,08125,08125,Eberstadt,Heilbronn,9.320938,49.180243
08125024,08125,08125,Ellhofen,Heilbronn,9.321498,49.146658
08125057,08125,08125,Lehrensteinsfeld,Heilbronn,9.32639,49.130481
08125102,08125,08125,Weinsberg,Heilbronn,9.285758,49.150258
08126011,08126,08126,Bretzfeld,Hohenlohekreis,9.440237,49.177232
08126072,08126,08126,Schöntal,Hohenlohekreis,9.52668,49.344441
08126047,08126,08126,Kupferzell,Hohenlohekreis,9.68958,49.227563
08126058,08126,08126,Neuenstein,Hohenlohekreis,9.582072,49.205319
08126085,08126,08126,Waldenburg,Hohenlohekreis,9.642224,49.18656
08126020,08126,08126,Dörzbach,Hohenlohekreis,9.706625,49.383492
08126045,08126,08126,Krautheim,Hohenlohekreis,9.634435,49.384904
08126056,08126,08126,Mulfingen,Hohenlohekreis,9.801118,49.340479
08126039,08126,08126,Ingelfingen,Hohenlohekreis,9.654049,49.299402
08126046,08126,08126,Künzelsau,Hohenlohekreis,9.687069,49.277894
08126028,08126,08126,Forchtenberg,Hohenlohekreis,9.562246,49.287249
08126060,08126,08126,Niedernhall,Hohenlohekreis,9.617131,49.294782
08126086,08126,08126,Weißbach,Hohenlohekreis,9.595907,49.299966
08126066,08126,08126,Öhringen,Hohenlohekreis,9.501119,49.200104
08126069,08126,08126,Pfedelbach,Hohenlohekreis,9.503745,49.17696
08126094,08126,08126,Zweiflingen,Hohenlohekreis,9.518026,49.25588
08127008,08127,08127,Blaufelden,Schwäbisch Hall,9.974402,49.297785
08127052,08127,08127,Mainhardt,Schwäbisch Hall,9.55678,49.075798
08127075,08127,08127,Schrozberg,Schwäbisch Hall,9.979876,49.344875
08127009,08127,08127,Braunsbach,Schwäbisch Hall,9.791297,49.198935
08127086,08127,08127,Untermünkheim,Schwäbisch Hall,9.733211,49.152884
08127014,08127,08127,Crailsheim,Schwäbisch Hall,10.071139,49.135752
08127073,08127,08127,Satteldorf,Schwäbisch Hall,10.081515,49.170293
08127103,08127,08127,Frankenhardt,Schwäbisch Hall,9.980093,49.081875
08127104,08127,08127,Stimpfach,Schwäbisch Hall,10.090569,49.062419
08127101,08127,08127,Kreßberg,Schwäbisch Hall,10.184266,49.130659
08127102,08127,08127,Fichtenau,Schwäbisch Hall,10.207151,49.070628
08127032,08127,08127,Gerabronn,Schwäbisch Hall,9.922672,49.251834
08127047,08127,08127,Langenburg,Schwäbisch Hall,9.849831,49.253622
08127043,08127,08127,Ilshofen,Schwäbisch Hall,9.921075,49.169825
08127089,08127,08127,Vellberg,Schwäbisch Hall,9.880771,49.086487
08127099,08127,08127,Wolpertshausen,Schwäbisch Hall,9.845223,49.167105
08127023,08127,08127,Fichtenberg,Schwäbisch Hall,9.712826,48.986058
08127025,08127,08127,Gaildorf,Schwäbisch Hall,9.76983,49.00045
08127062,08127,08127,Oberrot,Schwäbisch Hall,9.66391,49.013928
08127079,08127,08127,Sulzbach-Laufen,Schwäbisch Hall,9.845198,48.965928
08127012,08127,08127,Bühlertann,Schwäbisch Hall,9.908566,49.041125
08127013,08127,08127,Bühlerzell,Schwäbisch Hall,9.918872,49.003231
08127063,08127,08127,Obersontheim,Schwäbisch Hall,9.89935,49.057122
08127046,08127,08127,Kirchberg an der Jagst,Schwäbisch Hall,9.981388,49.20226
08127071,08127,08127,Rot am See,Schwäbisch Hall,10.02557,49.248906
08127091,08127,08127,Wallhausen,Schwäbisch Hall,10.063061,49.211863
08127056,08127,08127,Michelbach an der Bilz,Schwäbisch Hall,9.762378,49.069624
08127059,08127,08127,Michelfeld,Schwäbisch Hall,9.679757,49.097131
08127076,08127,08127,Schwäbisch Hall,Schwäbisch Hall,9.735145,49.112856
08127100,08127,08127,Rosengarten,Schwäbisch Hall,9.726334,49.066934
08128020,08128,08128,Creglingen,Main-Tauber-Kreis,10.032709,49.470427
08128039,08128,08128,Freudenberg,Main-Tauber-Kreis,9.324222,49.742099
08128064,08128,08128,Külsheim,Main-Tauber-Kreis,9.517596,49.670835
08128082,08128,08128,Niederstetten,Main-Tauber-Kreis,9.917243,49.401781
08128126,08128,08128,Weikersheim,Main-Tauber-Kreis,9.902462,49.482875
08128131,08128,08128,Wertheim,Main-Tauber-Kreis,9.516823,49.759581
08128139,08128,08128,Lauda-Königshofen,Main-Tauber-Kreis,9.70108,49.57011
08128006,08128,08128,Assamstadt,Main-Tauber-Kreis,9.686743,49.427324
08128007,08128,08128,Bad Mergentheim,Main-Tauber-Kreis,9.773085,49.490973
08128058,08128,08128,Igersheim,Main-Tauber-Kreis,9.815731,49.496624
08128014,08128,08128,Boxberg,Main-Tauber-Kreis,9.641258,49.481118
08128138,08128,08128,Ahorn,Main-Tauber-Kreis,9.540368,49.501528
08128047,08128,08128,Grünsfeld,Main-Tauber-Kreis,9.744701,49.607521
08128137,08128,08128,Wittighausen,Main-Tauber-Kreis,9.838518,49.612832
08128045,08128,08128,Großrinderfeld,Main-Tauber-Kreis,9.733541,49.665421
08128061,08128,08128,Königheim,Main-Tauber-Kreis,9.592932,49.618084
08128115,08128,08128,Tauberbischofsheim,Main-Tauber-Kreis,9.662778,49.622047
08128128,08128,08128,Werbach,Main-Tauber-Kreis,9.638538,49.670749
08135010,08135,08135,Dischingen,Heidenheim,10.364184,48.696067
08135015,08135,08135,Gerstetten,Heidenheim,10.018422,48.622994
08135020,08135,08135,Herbrechtingen,Heidenheim,10.175775,48.621668
08135025,08135,08135,Königsbronn,Heidenheim,10.11239,48.743064
08135032,08135,08135,Steinheim am Albuch,Heidenheim,10.063541,48.692172
08135016,08135,08135,Giengen an der Brenz,Heidenheim,10.24167,48.623783
08135021,08135,08135,Hermaringen,Heidenheim,10.261636,48.596078
08135019,08135,08135,Heidenheim an der Brenz,Heidenheim,10.154639,48.677736
08135026,08135,08135,Nattheim,Heidenheim,10.241784,48.699582
08135027,08135,08135,Niederstotzingen,Heidenheim,10.234998,48.541085
08135031,08135,08135,Sontheim an der Brenz,Heidenheim,10.2867,48.556231
08136002,08136,08136,Abtsgmünd,Ostalbkreis,10.002231,48.894913
08136027,08136,08136,Gschwend,Ostalbkreis,9.74354,48.93413
08136042,08136,08136,Lorch,Ostalbkreis,9.689403,48.797029
08136045,08136,08136,Neresheim,Ostalbkreis,10.336826,48.752577
08136050,08136,08136,Oberkochen,Ostalbkreis,10.105585,48.784042
08136021,08136,08136,Essingen,Ostalbkreis,10.027392,48.808719
08136033,08136,08136,Hüttlingen,Ostalbkreis,10.097961,48.892987
08136088,08136,08136,Aalen,Ostalbkreis,10.092337,48.835057
08136010,08136,08136,Bopfingen,Ostalbkreis,10.351593,48.857911
08136037,08136,08136,Kirchheim am Ries,Ostalbkreis,10.400463,48.877758
08136087,08136,08136,Riesbürg,Ostalbkreis,10.434643,48.850164
08136003,08136,08136,Adelmannsfelden,Ostalbkreis,10.003628,48.954324
08136018,08136,08136,Ellenberg,Ostalbkreis,10.216727,49.01335
08136019,08136,08136,Ellwangen (Jagst),Ostalbkreis,10.131979,48.962988
08136035,08136,08136,Jagstzell,Ostalbkreis,10.097352,49.030777
08136046,08136,08136,Neuler,Ostalbkreis,10.069574,48.928632
08136060,08136,08136,Rosenberg,Ostalbkreis,10.033041,49.01992
08136084,08136,08136,Wört,Ostalbkreis,10.273842,49.030785
08136089,08136,08136,Rainau,Ostalbkreis,10.138467,48.928166
08136038,08136,08136,Lauchheim,Ostalbkreis,10.245244,48.871764
08136082,08136,08136,Westhausen,Ostalbkreis,10.186554,48.884017
08136020,08136,08136,Eschach,Ostalbkreis,9.869562,48.887766
08136024,08136,08136,Göggingen,Ostalbkreis,9.887271,48.8635
08136034,08136,08136,Iggingen,Ostalbkreis,9.879122,48.831329
08136040,08136,08136,Leinzell,Ostalbkreis,9.877571,48.849263
08136049,08136,08136,Obergröningen,Ostalbkreis,9.909802,48.893895
08136062,08136,08136,Schechingen,Ostalbkreis,9.917603,48.87361
08136007,08136,08136,Bartholomä,Ostalbkreis,9.987345,48.752118
08136009,08136,08136,Böbingen an der Rems,Ostalbkreis,9.920981,48.82016
08136028,08136,08136,Heubach,Ostalbkreis,9.934626,48.78878
08136029,08136,08136,Heuchlingen,Ostalbkreis,9.942563,48.853843
08136043,08136,08136,Mögglingen,Ostalbkreis,9.962526,48.82339
08136065,08136,08136,Schwäbisch Gmünd,Ostalbkreis,9.796508,48.802384
08136079,08136,08136,Waldstetten,Ostalbkreis,9.819633,48.766084
08136015,08136,08136,Durlangen,Ostalbkreis,9.793078,48.855882
08136044,08136,08136,Mutlangen,Ostalbkreis,9.797933,48.823598
08136061,08136,08136,Ruppertshofen,Ostalbkreis,9.814323,48.884049
08136066,08136,08136,Spraitbach,Ostalbkreis,9.762281,48.880569
08136070,08136,08136,Täferrot,Ostalbkreis,9.83689,48.849433
08136068,08136,08136,Stödtlen,Ostalbkreis,10.301188,49.000185
08136071,08136,08136,Tannhausen,Ostalbkreis,10.357201,48.978945
08136075,08136,08136,Unterschneidheim,Ostalbkreis,10.365761,48.942
08211000,08211,08211,Baden-Baden,Baden-Baden,8.239951,48.761794
08212000,08212,08212,Karlsruhe,Karlsruhe,8.405282,49.009626
08215017,08215,08215,Ettlingen,Karlsruhe,8.405904,48.942
08215046,08215,08215,Malsch,Karlsruhe,8.334952,48.879543
08215047,08215,08215,Marxzell,Karlsruhe,8.448322,48.863172
08215064,08215,08215,Östringen,Karlsruhe,8.712417,49.218783
08215084,08215,08215,Ubstadt-Weiher,Karlsruhe,8.631072,49.160402
08215089,08215,08215,Walzbachtal,Karlsruhe,8.611602,49.010197
08215090,08215,08215,Weingarten (Baden),Karlsruhe,8.531712,49.050225
08215096,08215,08215,Karlsbad,Karlsruhe,8.50601,48.916735
08215097,08215,08215,Kraichtal,Karlsruhe,8.714528,49.122597
08215101,08215,08215,Pfinztal,Karlsruhe,8.541756,48.986457
08215102,08215,08215,Eggenstein-Leopoldshafen,Karlsruhe,8.392996,49.08108
08215105,08215,08215,Linkenheim-Hochstetten,Karlsruhe,8.408502,49.124733
08215106,08215,08215,Waghäusel,Karlsruhe,8.514287,49.250734
08215108,08215,08215,Rheinstetten,Karlsruhe,8.292901,48.959096
08215109,08215,08215,Stutensee,Karlsruhe,8.470789,49.063748
08215110,08215,08215,Waldbronn,Karlsruhe,8.461134,48.931426
08215039,08215,08215,Kronau,Karlsruhe,8.634487,49.219296
08215100,08215,08215,Bad Schönborn,Karlsruhe,8.652877,49.219375
08215007,08215,08215,Bretten,Karlsruhe,8.707641,49.036665
08215025,08215,08215,Gondelsheim,Karlsruhe,8.657949,49.05879
08215009,08215,08215,Bruchsal,Karlsruhe,8.5977,49.125785
08215021,08215,08215,Forst,Karlsruhe,8.586918,49.152909
08215029,08215,08215,Hambrücken,Karlsruhe,8.544792,49.186033
08215103,08215,08215,Karlsdorf-Neuthard,Karlsruhe,8.545484,49.136151
08215099,08215,08215,Graben-Neudorf,Karlsruhe,8.496271,49.172696
08215111,08215,08215,Dettenheim,Karlsruhe,8.415615,49.161291
08215040,08215,08215,Kürnbach,Karlsruhe,8.844275,49.076664
08215059,08215,08215,Oberderdingen,Karlsruhe,8.80201,49.062716
08215066,08215,08215,Philippsburg,Karlsruhe,8.453544,49.236173
08215107,08215,08215,Oberhausen-Rheinhausen,Karlsruhe,8.482728,49.260511
08215082,08215,08215,Sulzfeld,Karlsruhe,8.856733,49.103766
08215094,08215,08215,Zaisenhausen,Karlsruhe,8.812919,49.105526
08216008,08216,08216,Bühlertal,Rastatt,8.191679,48.682789
08216013,08216,08216,Forbach,Rastatt,8.358737,48.680136
08216015,08216,08216,Gaggenau,Rastatt,8.317525,48.807364
08216006,08216,08216,Bischweier,Rastatt,8.28315,48.838747
08216024,08216,08216,Kuppenheim,Rastatt,8.254177,48.827747
08216007,08216,08216,Bühl,Rastatt,8.136444,48.696265
08216041,08216,08216,Ottersweier,Rastatt,8.11188,48.669485
08216002,08216,08216,Au am Rhein,Rastatt,8.236454,48.951487
08216005,08216,08216,Bietigheim,Rastatt,8.246052,48.91379
08216009,08216,08216,Durmersheim,Rastatt,8.268461,48.931418
08216012,08216,08216,Elchesheim-Illingen,Rastatt,8.208194,48.933733
08216017,08216,08216,Gernsbach,Rastatt,8.337715,48.763758
08216029,08216,08216,Loffenau,Rastatt,8.387066,48.773965
08216059,08216,08216,Weisenbach,Rastatt,8.354952,48.728726
08216023,08216,08216,Iffezheim,Rastatt,8.140588,48.822716
08216033,08216,08216,Muggensturm,Rastatt,8.276717,48.869678
08216039,08216,08216,Ötigheim,Rastatt,8.231643,48.893206
08216043,08216,08216,Rastatt,Rastatt,8.202529,48.857703
08216052,08216,08216,Steinmauern,Rastatt,8.198767,48.900452
08216028,08216,08216,Lichtenau,Rastatt,8.007707,48.726111
08216063,08216,08216,Rheinmünster,Rastatt,8.046134,48.746539
08216022,08216,08216,Hügelsheim,Rastatt,8.111634,48.797453
08216049,08216,08216,Sinzheim,Rastatt,8.163518,48.760234
08221000,08221,08221,Heidelberg,Heidelberg,8.705543,49.410524
08222000,08222,08222,Mannheim,Mannheim,8.466275,49.48778
08225014,08225,08225,Buchen (Odenwald),Neckar-Odenwald-Kreis,9.323179,49.521795
08225060,08225,08225,Mudau,Neckar-Odenwald-Kreis,9.205835,49.532775
08225032,08225,08225,Hardheim,Neckar-Odenwald-Kreis,9.474484,49.608193
08225039,08225,08225,Höpfingen,Neckar-Odenwald-Kreis,9.428764,49.601552
08225109,08225,08225,Walldürn,Neckar-Odenwald-Kreis,9.368531,49.582516
08225033,08225,08225,Haßmersheim,Neckar-Odenwald-Kreis,9.14612,49.301027
08225042,08225,08225,Hüffenhardt,Neckar-Odenwald-Kreis,9.082798,49.291052
08225002,08225,08225,Aglasterhausen,Neckar-Odenwald-Kreis,8.989348,49.35493
08225068,08225,08225,Neunkirchen,Neckar-Odenwald-Kreis,9.009215,49.387558
08225116,08225,08225,Schwarzach,Neckar-Odenwald-Kreis,8.983173,49.373813
08225024,08225,08225,Fahrenbach,Neckar-Odenwald-Kreis,9.149875,49.430872
08225052,08225,08225,Limbach,Neckar-Odenwald-Kreis,9.211652,49.461025
08225058,08225,08225,Mosbach,Neckar-Odenwald-Kreis,9.146596,49.352037
08225067,08225,08225,Neckarzimmern,Neckar-Odenwald-Kreis,9.133187,49.318459
08225074,08225,08225,Obrigheim,Neckar-Odenwald-Kreis,9.089945,49.353176
08225117,08225,08225,Elztal,Neckar-Odenwald-Kreis,9.191576,49.384876
08225010,08225,08225,Binau,Neckar-Odenwald-Kreis,9.059764,49.367567
08225064,08225,08225,Neckargerach,Neckar-Odenwald-Kreis,9.070811,49.400962
08225113,08225,08225,Zwingenberg,Neckar-Odenwald-Kreis,9.047849,49.412627
08225118,08225,08225,Waldbrunn,Neckar-Odenwald-Kreis,9.076699,49.463217
08225075,08225,08225,Osterburken,Neckar-Odenwald-Kreis,9.426233,49.428346
08225082,08225,08225,Rosenberg,Neckar-Odenwald-Kreis,9.474974,49.456285
08225114,08225,08225,Ravenstein,Neckar-Odenwald-Kreis,9.508202,49.401829
08225009,08225,08225,Billigheim,Neckar-Odenwald-Kreis,9.254676,49.347877
08225115,08225,08225,Schefflenz,Neckar-Odenwald-Kreis,9.279178,49.401352
08225001,08225,08225,Adelsheim,Neckar-Odenwald-Kreis,9.391601,49.401957
08225091,08225,08225,Seckach,Neckar-Odenwald-Kreis,9.335898,49.442654
08226009,08226,08226,Brühl,Rhein-Neckar-Kreis,8.534338,49.395199
08226012,08226,08226,Dossenheim,Rhein-Neckar-Kreis,8.677836,49.451501
08226018,08226,08226,Eppelheim,Rhein-Neckar-Kreis,8.631011,49.401236
08226028,08226,08226,Heddesheim,Rhein-Neckar-Kreis,8.603136,49.504679
08226036,08226,08226,Ilvesheim,Rhein-Neckar-Kreis,8.567892,49.472324
08226037,08226,08226,Ketsch,Rhein-Neckar-Kreis,8.526937,49.366957
08226038,08226,08226,Ladenburg,Rhein-Neckar-Kreis,8.610298,49.471947
08226041,08226,08226,Leimen,Rhein-Neckar-Kreis,8.688782,49.349054
08226060,08226,08226,Nußloch,Rhein-Neckar-Kreis,8.69587,49.322794
08226062,08226,08226,Oftersheim,Rhein-Neckar-Kreis,8.585149,49.368098
08226063,08226,08226,Plankstadt,Rhein-Neckar-Kreis,8.593962,49.392183
08226076,08226,08226,Sandhausen,Rhein-Neckar-Kreis,8.658493,49.342601
08226082,08226,08226,Schriesheim,Rhein-Neckar-Kreis,8.664038,49.47608
08226084,08226,08226,Schwetzingen,Rhein-Neckar-Kreis,8.574386,49.384642
08226095,08226,08226,Walldorf,Rhein-Neckar-Kreis,8.642764,49.303151
08226096,08226,08226,Weinheim,Rhein-Neckar-Kreis,8.670732,49.550558
08226103,08226,08226,St. Leon-Rot,Rhein-Neckar-Kreis,8.599891,49.267197
08226105,08226,08226,Edingen-Neckarhausen,Rhein-Neckar-Kreis,8.611007,49.448784
08226107,08226,08226,Hirschberg an der Bergstraße,Rhein-Neckar-Kreis,8.656323,49.49855
08226013,08226,08226,Eberbach,Rhein-Neckar-Kreis,8.989557,49.461538
08226081,08226,08226,Schönbrunn,Rhein-Neckar-Kreis,8.92908,49.410744
08226020,08226,08226,Eschelbronn,Rhein-Neckar-Kreis,8.868014,49.32007
08226048,08226,08226,Mauer,Rhein-Neckar-Kreis,8.799892,49.339572
08226049,08226,08226,Meckesheim,Rhein-Neckar-Kreis,8.81789,49.32267
08226086,08226,08226,Spechbach,Rhein-Neckar-Kreis,8.884229,49.346244
08226104,08226,08226,Lobbach,Rhein-Neckar-Kreis,8.888514,49.376151
08226031,08226,08226,Hemsbach,Rhein-Neckar-Kreis,8.656453,49.592797
08226040,08226,08226,Laudenbach,Rhein-Neckar-Kreis,8.6545,49.611097
08226003,08226,08226,Altlußheim,Rhein-Neckar-Kreis,8.498339,49.301347
08226032,08226,08226,Hockenheim,Rhein-Neckar-Kreis,8.547437,49.318938
08226059,08226,08226,Neulußheim,Rhein-Neckar-Kreis,8.522135,49.293561
08226068,08226,08226,Reilingen,Rhein-Neckar-Kreis,8.566677,49.29268
08226006,08226,08226,Bammental,Rhein-Neckar-Kreis,8.77808,49.357303
08226022,08226,08226,Gaiberg,Rhein-Neckar-Kreis,8.750258,49.366268
08226056,08226,08226,Neckargemünd,Rhein-Neckar-Kreis,8.7973,49.394478
08226097,08226,08226,Wiesenbach,Rhein-Neckar-Kreis,8.803146,49.361319
08226046,08226,08226,Malsch,Rhein-Neckar-Kreis,8.684476,49.245462
08226054,08226,08226,Mühlhausen,Rhein-Neckar-Kreis,8.726913,49.248138
08226065,08226,08226,Rauenberg,Rhein-Neckar-Kreis,8.70473,49.266186
08226027,08226,08226,Heddesbach,Rhein-Neckar-Kreis,8.827181,49.480066
08226029,08226,08226,Heiligkreuzsteinach,Rhein-Neckar-Kreis,8.797006,49.485877
08226080,08226,08226,Schönau,Rhein-Neckar-Kreis,8.808894,49.435936
08226099,08226,08226,Wilhelmsfeld,Rhein-Neckar-Kreis,8.753624,49.470322
08226085,08226,08226,Sinsheim,Rhein-Neckar-Kreis,8.878701,49.252996
08226101,08226,08226,Zuzenhausen,Rhein-Neckar-Kreis,8.824093,49.295599
08226102,08226,08226,Angelbachtal,Rhein-Neckar-Kreis,8.773413,49.233855
08226017,08226,08226,Epfenbach,Rhein-Neckar-Kreis,8.910056,49.336931
08226055,08226,08226,Neckarbischofsheim,Rhein-Neckar-Kreis,8.960914,49.294478
08226058,08226,08226,Neidenstein,Rhein-Neckar-Kreis,8.887375,49.317522
08226066,08226,08226,Reichartshausen,Rhein-Neckar-Kreis,8.94521,49.355552
08226091,08226,08226,Waibstadt,Rhein-Neckar-Kreis,8.920252,49.299852
08226106,08226,08226,Helmstadt-Bargen,Rhein-Neckar-Kreis,8.975061,49.326395
08226010,08226,08226,Dielheim,Rhein-Neckar-Kreis,8.734802,49.282607
08226098,08226,08226,Wiesloch,Rhein-Neckar-Kreis,8.701276,49.293493
08231000,08231,08231,Pforzheim,Pforzheim,8.699166,48.891285
08235065,08235,08235,Schömberg,Calw,8.645825,48.78717
08235080,08235,08235,Wildberg,Calw,8.746753,48.625146
08235006,08235,08235,Altensteig,Calw,8.601974,48.584389
08235022,08235,08235,Egenhausen,Calw,8.618855,48.564672
08235066,08235,08235,Simmersfeld,Calw,8.516832,48.621363
08235007,08235,08235,Althengstett,Calw,8.795915,48.723525
08235029,08235,08235,Gechingen,Calw,8.829001,48.695245
08235057,08235,08235,Ostelsheim,Calw,8.851153,48.727607
08235067,08235,08235,Simmozheim,Calw,8.812573,48.752475
08235018,08235,08235,Dobel,Calw,8.493574,48.79707
08235033,08235,08235,Bad Herrenalb,Calw,8.438156,48.797568
08235008,08235,08235,Bad Liebenzell,Calw,8.73361,48.771372
08235073,08235,08235,Unterreichenbach,Calw,8.708148,48.825928
08235047,08235,08235,Neubulach,Calw,8.692017,48.661372
08235050,08235,08235,Neuweiler,Calw,8.596988,48.657642
08235084,08235,08235,Bad Teinach-Zavelstein,Calw,8.688173,48.688772
08235055,08235,08235,Oberreichenbach,Calw,8.661125,48.734376
08235085,08235,08235,Calw,Calw,8.741194,48.713372
08235020,08235,08235,Ebhausen,Calw,8.679186,48.583976
08235032,08235,08235,Haiterbach,Calw,8.649992,48.524432
08235046,08235,08235,Nagold,Calw,8.723706,48.550906
08235060,08235,08235,Rohrdorf,Calw,8.693404,48.570536
08235025,08235,08235,Enzklösterle,Calw,8.474621,48.668044
08235035,08235,08235,Höfen an der Enz,Calw,8.585296,48.802725
08235079,08235,08235,Bad Wildbad,Calw,8.549762,48.752251
08236004,08236,08236,Birkenfeld,Enzkreis,8.636435,48.870121
08236028,08236,08236,Illingen,Enzkreis,8.918461,48.954066
08236030,08236,08236,Ispringen,Enzkreis,8.667748,48.918096
08236033,08236,08236,Knittlingen,Enzkreis,8.758013,49.024124
08236046,08236,08236,Niefern-Öschelbronn,Enzkreis,8.798354,48.908786
08236070,08236,08236,Keltern,Enzkreis,8.576844,48.901298
08236071,08236,08236,Remchingen,Enzkreis,8.574545,48.94645
08236072,08236,08236,Straubenhardt,Enzkreis,8.531485,48.854542
08236019,08236,08236,Friolzheim,Enzkreis,8.832922,48.835823
08236025,08236,08236,Heimsheim,Enzkreis,8.863456,48.805183
08236039,08236,08236,Mönsheim,Enzkreis,8.863818,48.864021
08236065,08236,08236,Wiernsheim,Enzkreis,8.852211,48.890993
08236067,08236,08236,Wimsheim,Enzkreis,8.825364,48.851899
08236068,08236,08236,Wurmberg,Enzkreis,8.819731,48.870876
08236011,08236,08236,Eisingen,Enzkreis,8.668775,48.947631
08236074,08236,08236,Kämpfelbach,Enzkreis,8.635617,48.934316
08236076,08236,08236,Königsbach-Stein,Enzkreis,8.610536,48.966057
08236038,08236,08236,Maulbronn,Enzkreis,8.814618,49.000362
08236061,08236,08236,Sternenfels,Enzkreis,8.850112,49.050912
08236040,08236,08236,Mühlacker,Enzkreis,8.8419,48.945605
08236050,08236,08236,Ötisheim,Enzkreis,8.805085,48.961011
08236013,08236,08236,Engelsbrand,Enzkreis,8.643673,48.831746
08236043,08236,08236,Neuenbürg,Enzkreis,8.589759,48.848189
08236031,08236,08236,Kieselbronn,Enzkreis,8.753077,48.934399
08236073,08236,08236,Neulingen,Enzkreis,8.728215,48.970506
08236075,08236,08236,Ölbronn-Dürrn,Enzkreis,8.755586,48.956479
08236044,08236,08236,Neuhausen,Enzkreis,8.778275,48.792915
08236062,08236,08236,Tiefenbronn,Enzkreis,8.800599,48.824167
08237002,08237,08237,Alpirsbach,Freudenstadt,8.402938,48.345111
08237004,08237,08237,Baiersbronn,Freudenstadt,8.371955,48.505528
08237045,08237,08237,Loßburg,Freudenstadt,8.453275,48.411512
08237019,08237,08237,Dornstetten,Freudenstadt,8.499599,48.470329
08237030,08237,08237,Glatten,Freudenstadt,8.51346,48.443793
08237061,08237,08237,Schopfloch,Freudenstadt,8.550542,48.457702
08237074,08237,08237,Waldachtal,Freudenstadt,8.575573,48.476598
08237028,08237,08237,Freudenstadt,Freudenstadt,8.411368,48.463876
08237073,08237,08237,Seewald,Freudenstadt,8.418402,48.595387
08237075,08237,08237,Bad Rippoldsau-Schapbach,Freudenstadt,8.291422,48.378284
08237024,08237,08237,Empfingen,Freudenstadt,8.709744,48.392671
